Script started on Mon Jul 29 11:58:29 2019
[?1034hbash-3.2$ exitscreen ${DEVICENAME} 115200
[?1049h[!p[?3;4l[4l>[4l[?1h=[0m(B[1;24r[H[2J[H[2J

















-,-,-
-274.00,957.00,-457.00
-307.00,931.00,-463.00
-362.00,894.00,-432.00
-359.00,870.00,-415.00
-346.00,814.00,-374.00
-348.00,766.00,-360.00
-323.00,765.00,-403.00
-307.00,775.00,-378.00
-322.00,799.00,-338.00
-324.00,791.00,-401.00
-324.00,816.00,-416.00
-280.00,877.00,-393.00
-275.00,909.00,-365.00
-306.00,960.00,-343.00
-316.00,951.00,-364.00
-305.00,925.00,-385.00
-305.00,957.00,-386.00
-317.00,986.00,-377.00
-335.00,974.00,-412.00
-329.00,945.00,-439.00
-311.00,927.00,-445.00
-317.00,922.00,-429.00
-320.00,882.00,-430.00
-324.00,864.00,-422.00
-338.00,854.00,-421.00
-332.00,865.00,-436.00
-318.00,866.00,-442.00
-289.00,831.00,-444.00
-277.00,813.00,-435.00
-269.00,793.00,-433.00
-267.00,787.00,-433.00
-281.00,784.00,-452.00
-316.00,770.00,-466.00
-335.00,779.00,-464.00
-343.00,793.00,-479.00
-333.00,792.00,-499.00
-315.00,769.00,-519.00
-299.00,766.00,-528.00
-267.00,798.00,-524.00
-252.00,817.00,-511.00
-210.00,833.00,-485.00
-187.00,832.00,-461.00
-167.00,817.00,-434.00
-174.00,813.00,-461.00
-165.00,821.00,-473.00
-119.00,799.00,-510.00
-103.00,789.00,-502.00
-57.00,770.00,-466.00
2.00,749.00,-418.00
23.00,749.00,-390.00
0.00,776.00,-381.00
-29.00,805.00,-386.00
-154.00,920.00,-359.00
-199.00,977.00,-365.00
-235.00,1052.00,-408.00
-223.00,1073.00,-405.00
-168.00,1091.00,-325.00
-140.00,1082.00,-304.00
-118.00,1079.00,-325.00
-158.00,1089.00,-367.00
-184.00,1085.00,-379.00
-224.00,1071.00,-368.00
-222.00,1067.00,-348.00
-198.00,1042.00,-313.00
-189.00,1029.00,-301.00
-178.00,999.00,-298.00
-177.00,982.00,-303.00
-172.00,946.00,-321.00
-169.00,926.00,-304.00
-174.00,919.00,-300.00
-176.00,890.00,-312.00
-180.00,871.00,-313.00
-185.00,835.00,-302.00
-187.00,822.00,-304.00
-205.00,808.00,-316.00
-217.00,806.00,-323.00
-213.00,826.00,-330.00
-209.00,833.00,-321.00
-206.00,841.00,-306.00
-219.00,865.00,-291.00
-228.00,877.00,-285.00
-236.00,887.00,-306.00
-250.00,890.00,-309.00
-286.00,851.00,-349.00
-287.00,849.00,-349.00
-287.00,837.00,-353.00
-294.00,823.00,-360.00
-314.00,812.00,-382.00
-315.00,812.00,-389.00
-288.00,846.00,-378.00
-273.00,840.00,-366.00
-265.00,842.00,-358.00
-256.00,837.00,-358.00
-255.00,835.00,-348.00
-262.00,830.00,-326.00
-279.00,821.00,-323.00
-291.00,791.00,-367.00
-277.00,802.00,-380.00
-252.00,838.00,-368.00
-252.00,855.00,-351.00
-263.00,861.00,-348.00
-283.00,910.00,-326.00
-308.00,939.00,-310.00
-349.00,991.00,-321.00
-349.00,1004.00,-359.00
-337.00,1011.00,-392.00
-347.00,1005.00,-396.00
-355.00,1020.00,-399.00
-361.00,1009.00,-413.00
-357.00,973.00,-432.00
-338.00,933.00,-414.00
-325.00,909.00,-405.00
-294.00,879.00,-389.00
-283.00,873.00,-399.00
-277.00,862.00,-411.00
-277.00,860.00,-411.00
-273.00,853.00,-418.00
-261.00,839.00,-420.00
-247.00,818.00,-411.00
-242.00,808.00,-415.00
-240.00,809.00,-424.00
-239.00,822.00,-438.00
-240.00,827.00,-442.00
-213.00,819.00,-434.00
-196.00,812.00,-433.00
-174.00,799.00,-454.00
-169.00,826.00,-445.00
-145.00,833.00,-476.00
-140.00,820.00,-488.00
-152.00,802.00,-483.00
-158.00,819.00,-486.00
-156.00,825.00,-491.00
-148.00,846.00,-491.00
-137.00,853.00,-492.00
-103.00,865.00,-493.00
-86.00,876.00,-484.00
-65.00,887.00,-442.00
-64.00,886.00,-420.00
-84.00,868.00,-404.00
-99.00,860.00,-402.00
-116.00,853.00,-421.00
-120.00,866.00,-440.00
-125.00,866.00,-442.00
-117.00,850.00,-436.00
-117.00,847.00,-434.00
-118.00,862.00,-437.00
-110.00,868.00,-446.00
-96.00,867.00,-433.00
-108.00,871.00,-413.00
-119.00,886.00,-400.00
-115.00,931.00,-383.00
-104.00,960.00,-373.00
-133.00,1022.00,-350.00
-172.00,1036.00,-353.00
-233.00,1040.00,-362.00
-255.00,1030.00,-366.00
-288.00,1005.00,-365.00
-286.00,991.00,-370.00
-263.00,982.00,-368.00
-253.00,975.00,-361.00
-231.00,963.00,-354.00
-204.00,945.00,-343.00
-194.00,931.00,-334.00
-175.00,900.00,-301.00
-172.00,884.00,-296.00
-172.00,835.00,-317.00
-173.00,814.00,-334.00
-177.00,796.00,-351.00
-179.00,803.00,-352.00
-194.00,849.00,-339.00
-217.00,857.00,-353.00
-241.00,860.00,-359.00
-245.00,863.00,-352.00
-246.00,876.00,-344.00
-274.00,860.00,-335.00
-265.00,867.00,-333.00
-261.00,868.00,-365.00
-265.00,870.00,-365.00
-265.00,867.00,-365.00
-278.00,877.00,-358.00
-310.00,882.00,-363.00
-320.00,883.00,-364.00
-317.00,883.00,-359.00
-287.00,863.00,-355.00
-267.00,862.00,-355.00
-243.00,868.00,-343.00
-240.00,861.00,-340.00
-239.00,857.00,-343.00
-247.00,868.00,-344.00
-264.00,885.00,-363.00
-275.00,891.00,-379.00
-273.00,865.00,-399.00
-264.00,836.00,-395.00
-274.00,841.00,-378.00
-306.00,856.00,-368.00
-312.00,846.00,-387.00
-309.00,859.00,-401.00
-313.00,873.00,-396.00
-317.00,891.00,-395.00
-319.00,891.00,-412.00
-316.00,893.00,-420.00
-295.00,899.00,-431.00
-282.00,900.00,-436.00
-256.00,890.00,-437.00
-247.00,880.00,-434.00
-239.00,863.00,-429.00
-237.00,852.00,-429.00
-246.00,840.00,-425.00
-251.00,830.00,-432.00
-271.00,828.00,-437.00
-308.00,823.00,-434.00
-281.00,871.00,-391.00
-283.00,838.00,-421.00
-292.00,838.00,-421.00
-296.00,833.00,-424.00
-295.00,833.00,-411.00
-307.00,833.00,-400.00
-306.00,832.00,-417.00
-289.00,853.00,-443.00
-277.00,859.00,-436.00
-246.00,871.00,-420.00
-244.00,858.00,-445.00
-250.00,852.00,-450.00
-267.00,830.00,-464.00
-265.00,827.00,-474.00
-234.00,840.00,-490.00
-214.00,844.00,-492.00
-183.00,843.00,-497.00
-175.00,840.00,-500.00
-162.00,825.00,-523.00
-158.00,781.00,-542.00
-146.00,808.00,-544.00
-125.00,839.00,-522.00
-110.00,847.00,-508.00
-96.00,878.00,-480.00
-92.00,873.00,-476.00
-84.00,848.00,-453.00
-84.00,832.00,-452.00
-107.00,822.00,-426.00
-124.00,799.00,-378.00
-121.00,780.00,-368.00
-108.00,777.00,-396.00
-108.00,805.00,-411.00
-109.00,914.00,-399.00
-95.00,959.00,-406.00
-116.00,958.00,-463.00
-164.00,959.00,-465.00
-221.00,1002.00,-409.00
-200.00,1055.00,-352.00
-101.00,1089.00,-369.00
-51.00,1090.00,-447.00
-69.00,1076.00,-465.00
-130.00,1048.00,-455.00
-156.00,1022.00,-438.00
-183.00,949.00,-420.00
-188.00,918.00,-413.00
-176.00,865.00,-379.00
-165.00,850.00,-362.00
-129.00,841.00,-338.00
-115.00,846.00,-345.00
-96.00,844.00,-351.00
-105.00,819.00,-342.00
-118.00,790.00,-335.00
-142.00,759.00,-325.00
-167.00,773.00,-324.00
-219.00,832.00,-320.00
-239.00,871.00,-334.00
-265.00,934.00,-367.00
-259.00,957.00,-375.00
-210.00,967.00,-362.00
-177.00,930.00,-296.00
-184.00,892.00,-274.00
-229.00,838.00,-281.00
-263.00,836.00,-310.00
-328.00,853.00,-386.00
-369.00,832.00,-405.00
-360.00,832.00,-417.00
-355.00,851.00,-399.00
-330.00,853.00,-367.00
-309.00,853.00,-322.00
-241.00,854.00,-283.00
-218.00,878.00,-221.00
-228.00,893.00,-230.00
-256.00,904.00,-313.00
-272.00,870.00,-371.00
-278.00,848.00,-384.00
-270.00,831.00,-381.00
-276.00,840.00,-353.00
-287.00,853.00,-366.00
-278.00,892.00,-346.00
-281.00,930.00,-350.00
-285.00,949.00,-376.00
-302.00,962.00,-419.00
-309.00,972.00,-419.00
-331.00,1000.00,-400.00
-359.00,1006.00,-395.00
-417.00,997.00,-388.00
-426.00,994.00,-369.00
-450.00,963.00,-338.00
-404.00,925.00,-334.00
-400.00,897.00,-324.00
-360.00,858.00,-337.00
-353.00,839.00,-339.00
-321.00,813.00,-348.00
-342.00,795.00,-349.00
-346.00,709.00,-355.00
-336.00,737.00,-345.00
-331.00,755.00,-357.00
-290.00,782.00,-380.00
-296.00,805.00,-375.00
-284.00,836.00,-398.00
-292.00,806.00,-417.00
-282.00,847.00,-442.00
-262.00,857.00,-488.00
-262.00,846.00,-516.00
-255.00,840.00,-532.00
-232.00,809.00,-505.00
-176.00,828.00,-500.00
-120.00,832.00,-436.00
-129.00,833.00,-349.00
-158.00,824.00,-335.00
-184.00,916.00,-341.00
-188.00,936.00,-368.00
-160.00,918.00,-419.00
-151.00,872.00,-438.00
79.00,772.00,-338.00
-211.00,548.00,-291.00
57.00,929.00,-566.00
-57.00,977.00,-414.00
-164.00,1017.00,-360.00
-166.00,1088.00,-445.00
-186.00,1045.00,-586.00
-240.00,890.00,-651.00
-174.00,904.00,-637.00
-181.00,943.00,-549.00
-211.00,927.00,-576.00
-242.00,925.00,-502.00
-224.00,911.00,-503.00
-12.00,925.00,-552.00
-104.00,866.00,-322.00
-146.00,814.00,-429.00
-123.00,855.00,-422.00
-121.00,898.00,-542.00
-99.00,854.00,-407.00
-94.00,834.00,-413.00
-107.00,805.00,-412.00
-78.00,824.00,-422.00
-126.00,823.00,-438.00
-133.00,837.00,-417.00
-173.00,835.00,-391.00
-209.00,850.00,-392.00
-229.00,875.00,-397.00
-214.00,904.00,-422.00
-214.00,905.00,-418.00
-252.00,861.00,-414.00
-264.00,839.00,-411.00
-279.00,841.00,-407.00
-315.00,811.00,-421.00
-230.00,836.00,-450.00
-217.00,793.00,-461.00
-252.00,794.00,-464.00
-262.00,823.00,-479.00
-281.00,828.00,-489.00
-313.00,835.00,-497.00
-275.00,855.00,-496.00
-280.00,873.00,-476.00
-281.00,840.00,-467.00
-307.00,791.00,-424.00
-342.00,777.00,-435.00
-222.00,890.00,-498.00
-320.00,870.00,-362.00
-345.00,826.00,-308.00
-321.00,817.00,-236.00
-318.00,876.00,-188.00
-356.00,997.00,-348.00
-410.00,975.00,-447.00
-298.00,928.00,-446.00
-282.00,908.00,-406.00
-331.00,801.00,-342.00
-369.00,775.00,-365.00
-405.00,859.00,-360.00
-417.00,908.00,-307.00
-381.00,911.00,-307.00
-431.00,750.00,-281.00
-447.00,745.00,-299.00
-438.00,808.00,-342.00
-517.00,771.00,-312.00
-491.00,810.00,-347.00
-456.00,820.00,-387.00
-364.00,896.00,-444.00
-326.00,910.00,-522.00
-261.00,923.00,-545.00
-203.00,822.00,-482.00
-169.00,766.00,-424.00
-169.00,823.00,-403.00
-193.00,879.00,-459.00
-308.00,854.00,-545.00
-337.00,870.00,-438.00
-177.00,786.00,-372.00
-186.00,750.00,-356.00
-187.00,789.00,-397.00
-136.00,819.00,-479.00
-141.00,856.00,-506.00
-162.00,955.00,-484.00
-200.00,884.00,-500.00
-138.00,855.00,-452.00
-111.00,876.00,-418.00
-139.00,850.00,-469.00
-52.00,855.00,-433.00
-237.00,865.00,-440.00
-187.00,860.00,-399.00
-130.00,892.00,-428.00
-124.00,845.00,-478.00
-153.00,640.00,-446.00
-124.00,832.00,-628.00
-172.00,814.00,-626.00
-277.00,842.00,-530.00
-274.00,847.00,-467.00
-275.00,768.00,-482.00
-139.00,774.00,-541.00
-54.00,888.00,-644.00
-46.00,795.00,-492.00
-146.00,816.00,-448.00
-118.00,972.00,-481.00
